hub_id,hour,n_sessions,mu_init,sigma_init,mu_target,sigma_target,source
Berlin_Wolff_Park,20,3,0.2951,0.1528,0.8268,0.1461,fallback_hub (n=3)
Berlin_Wolff_Park,21,0,0.2951,0.1528,0.8268,0.1461,interpolated
Berlin_Wolff_Park,22,0,0.2951,0.1528,0.8268,0.1461,interpolated
Berlin_Wolff_Park,23,0,0.2951,0.1528,0.8268,0.1461,interpolated
Berlin_hamburger,9,0,0.2917,0.1437,0.8411,0.1387,interpolated
Berlin_hamburger,10,0,0.2917,0.1437,0.8411,0.1387,interpolated
Berlin_hamburger,11,0,0.2917,0.1437,0.8411,0.1387,interpolated
Berlin_hamburger,12,0,0.2917,0.1437,0.8411,0.1387,interpolated
Berlin_hamburger,13,1,0.2917,0.1437,0.8411,0.1387,fallback_hub (n=1)
Berlin_hamburger,14,2,0.2917,0.1437,0.8411,0.1387,fallback_hub (n=2)
Berlin_hamburger,15,3,0.2917,0.1437,0.8411,0.1387,fallback_hub (n=3)
Berlin_hamburger,16,18,0.285,0.1458,0.8103,0.1335,empirical
Berlin_hamburger,17,29,0.3098,0.1596,0.8867,0.1041,empirical
Berlin_hamburger,18,28,0.3191,0.1652,0.8573,0.1547,empirical
Berlin_hamburger,19,37,0.2648,0.1249,0.8194,0.1547,empirical
Berlin_hamburger,20,22,0.2938,0.1467,0.8257,0.1436,empirical
Berlin_hamburger,21,4,0.2917,0.1437,0.8411,0.1387,fallback_hub (n=4)
Berlin_hamburger,22,0,0.2917,0.1437,0.8411,0.1387,interpolated
Berlin_hamburger,23,0,0.2917,0.1437,0.8411,0.1387,interpolated
